kind,en,it,source
species,Flareon,Flareon,pokeapi:pokemon_species_names.csv
species,Fletchinder,Fletchinder,pokeapi:pokemon_species_names.csv
species,Fletchling,Fletchling,pokeapi:pokemon_species_names.csv
species,Flittle,Flittle,pokeapi:pokemon_species_names.csv
species,Floatzel,Floatzel,pokeapi:pokemon_species_names.csv
species,Floette,Floette,pokeapi:pokemon_species_names.csv
species,Floragato,Floragato,pokeapi:pokemon_species_names.csv
species,Florges,Florges,pokeapi:pokemon_species_names.csv
species,Flutter Mane,Crinealato,pokeapi:pokemon_species_names.csv
species,Flygon,Flygon,pokeapi:pokemon_species_names.csv
species,Fomantis,Fomantis,pokeapi:pokemon_species_names.csv
species,Foongus,Foongus,pokeapi:pokemon_species_names.csv
species,Forretress,Forretress,pokeapi:pokemon_species_names.csv
species,Fraxure,Fraxure,pokeapi:pokemon_species_names.csv
species,Frigibax,Frigibax,pokeapi:pokemon_species_names.csv
species,Frillish,Frillish,pokeapi:pokemon_species_names.csv
species,Froakie,Froakie,pokeapi:pokemon_species_names.csv
species,Frogadier,Frogadier,pokeapi:pokemon_species_names.csv
species,Froslass,Froslass,pokeapi:pokemon_species_names.csv
species,Frosmoth,Frosmoth,pokeapi:pokemon_species_names.csv
species,Fuecoco,Fuecoco,pokeapi:pokemon_species_names.csv
species,Furfrou,Furfrou,pokeapi:pokemon_species_names.csv
species,Furret,Furret,pokeapi:pokemon_species_names.csv
species,Gabite,Gabite,pokeapi:pokemon_species_names.csv
species,Gallade,Gallade,pokeapi:pokemon_species_names.csv
species,Galvantula,Galvantula,pokeapi:pokemon_species_names.csv
species,Garbodor,Garbodor,pokeapi:pokemon_species_names.csv
species,Garchomp,Garchomp,pokeapi:pokemon_species_names.csv
species,Gardevoir,Gardevoir,pokeapi:pokemon_species_names.csv
species,Garganacl,Garganacl,pokeapi:pokemon_species_names.csv
species,Gastly,Gastly,pokeapi:pokemon_species_names.csv
species,Gastrodon,Gastrodon,pokeapi:pokemon_species_names.csv
species,Genesect,Genesect,pokeapi:pokemon_species_names.csv
species,Gengar,Gengar,pokeapi:pokemon_species_names.csv
species,Geodude,Geodude,pokeapi:pokemon_species_names.csv
species,Gholdengo,Gholdengo,pokeapi:pokemon_species_names.csv
species,Gible,Gible,pokeapi:pokemon_species_names.csv
species,Gigalith,Gigalith,pokeapi:pokemon_species_names.csv
species,Gimmighoul,Gimmighoul,pokeapi:pokemon_species_names.csv
species,Girafarig,Girafarig,pokeapi:pokemon_species_names.csv
species,Giratina,Giratina,pokeapi:pokemon_species_names.csv
species,Glaceon,Glaceon,pokeapi:pokemon_species_names.csv
species,Glalie,Glalie,pokeapi:pokemon_species_names.csv
species,Glameow,Glameow,pokeapi:pokemon_species_names.csv
species,Glastrier,Glastrier,pokeapi:pokemon_species_names.csv
species,Gligar,Gligar,pokeapi:pokemon_species_names.csv
species,Glimmet,Glimmet,pokeapi:pokemon_species_names.csv
species,Glimmora,Glimmora,pokeapi:pokemon_species_names.csv
species,Gliscor,Gliscor,pokeapi:pokemon_species_names.csv
species,Gloom,Gloom,pokeapi:pokemon_species_names.csv
species,Gogoat,Gogoat,pokeapi:pokemon_species_names.csv
species,Golbat,Golbat,pokeapi:pokemon_species_names.csv
species,Goldeen,Goldeen,pokeapi:pokemon_species_names.csv
species,Golduck,Golduck,pokeapi:pokemon_species_names.csv
species,Golem,Golem,pokeapi:pokemon_species_names.csv
species,Golett,Golett,pokeapi:pokemon_species_names.csv
species,Golisopod,Golisopod,pokeapi:pokemon_species_names.csv
species,Golurk,Golurk,pokeapi:pokemon_species_names.csv
species,Goodra,Goodra,pokeapi:pokemon_species_names.csv
species,Goomy,Goomy,pokeapi:pokemon_species_names.csv
species,Gorebyss,Gorebyss,pokeapi:pokemon_species_names.csv
species,Gossifleur,Gossifleur,pokeapi:pokemon_species_names.csv
species,Gothita,Gothita,pokeapi:pokemon_species_names.csv
species,Gothitelle,Gothitelle,pokeapi:pokemon_species_names.csv
species,Gothorita,Gothorita,pokeapi:pokemon_species_names.csv
species,Gouging Fire,Vampeaguzze,pokeapi:pokemon_species_names.csv
species,Gourgeist,Gourgeist,pokeapi:pokemon_species_names.csv
species,Grafaiai,Grafaiai,pokeapi:pokemon_species_names.csv
species,Granbull,Granbull,pokeapi:pokemon_species_names.csv
species,Grapploct,Grapploct,pokeapi:pokemon_species_names.csv
species,Graveler,Graveler,pokeapi:pokemon_species_names.csv
species,Great Tusk,Grandizanne,pokeapi:pokemon_species_names.csv
species,Greavard,Greavard,pokeapi:pokemon_species_names.csv
species,Greedent,Greedent,pokeapi:pokemon_species_names.csv
species,Greninja,Greninja,pokeapi:pokemon_species_names.csv
species,Grimer,Grimer,pokeapi:pokemon_species_names.csv
species,Grimmsnarl,Grimmsnarl,pokeapi:pokemon_species_names.csv
species,Grookey,Grookey,pokeapi:pokemon_species_names.csv
species,Grotle,Grotle,pokeapi:pokemon_species_names.csv
species,Groudon,Groudon,pokeapi:pokemon_species_names.csv
species,Grovyle,Grovyle,pokeapi:pokemon_species_names.csv
species,Growlithe,Growlithe,pokeapi:pokemon_species_names.csv
species,Grubbin,Grubbin,pokeapi:pokemon_species_names.csv
species,Grumpig,Grumpig,pokeapi:pokemon_species_names.csv
species,Gulpin,Gulpin,pokeapi:pokemon_species_names.csv
species,Gumshoos,Gumshoos,pokeapi:pokemon_species_names.csv
species,Gurdurr,Gurdurr,pokeapi:pokemon_species_names.csv
species,Guzzlord,Guzzlord,pokeapi:pokemon_species_names.csv
species,Gyarados,Gyarados,pokeapi:pokemon_species_names.csv
species,Hakamo-o,Hakamo-o,pokeapi:pokemon_species_names.csv
species,Happiny,Happiny,pokeapi:pokemon_species_names.csv
species,Hariyama,Hariyama,pokeapi:pokemon_species_names.csv
species,Hatenna,Hatenna,pokeapi:pokemon_species_names.csv
species,Hatterene,Hatterene,pokeapi:pokemon_species_names.csv
species,Hattrem,Hattrem,pokeapi:pokemon_species_names.csv
species,Haunter,Haunter,pokeapi:pokemon_species_names.csv
species,Hawlucha,Hawlucha,pokeapi:pokemon_species_names.csv
species,Haxorus,Haxorus,pokeapi:pokemon_species_names.csv
species,Heatmor,Heatmor,pokeapi:pokemon_species_names.csv
species,Heatran,Heatran,pokeapi:pokemon_species_names.csv
species,Heliolisk,Heliolisk,pokeapi:pokemon_species_names.csv
species,Helioptile,Helioptile,pokeapi:pokemon_species_names.csv
species,Heracross,Heracross,pokeapi:pokemon_species_names.csv
species,Herdier,Herdier,pokeapi:pokemon_species_names.csv
species,Hippopotas,Hippopotas,pokeapi:pokemon_species_names.csv
species,Hippowdon,Hippowdon,pokeapi:pokemon_species_names.csv
species,Hitmonchan,Hitmonchan,pokeapi:pokemon_species_names.csv
species,Hitmonlee,Hitmonlee,pokeapi:pokemon_species_names.csv
species,Hitmontop,Hitmontop,pokeapi:pokemon_species_names.csv
species,Ho-Oh,Ho-Oh,pokeapi:pokemon_species_names.csv
species,Honchkrow,Honchkrow,pokeapi:pokemon_species_names.csv
species,Honedge,Honedge,pokeapi:pokemon_species_names.csv
species,Hoopa,Hoopa,pokeapi:pokemon_species_names.csv
species,Hoothoot,Hoothoot,pokeapi:pokemon_species_names.csv
species,Hoppip,Hoppip,pokeapi:pokemon_species_names.csv
species,Horsea,Horsea,pokeapi:pokemon_species_names.csv
species,Houndoom,Houndoom,pokeapi:pokemon_species_names.csv
species,Houndour,Houndour,pokeapi:pokemon_species_names.csv
species,Houndstone,Houndstone,pokeapi:pokemon_species_names.csv
species,Huntail,Huntail,pokeapi:pokemon_species_names.csv
species,Hydrapple,Hydrapple,pokeapi:pokemon_species_names.csv
species,Hydreigon,Hydreigon,pokeapi:pokemon_species_names.csv
species,Hypno,Hypno,pokeapi:pokemon_species_names.csv
species,Igglybuff,Igglybuff,pokeapi:pokemon_species_names.csv
species,Illumise,Illumise,pokeapi:pokemon_species_names.csv
species,Impidimp,Impidimp,pokeapi:pokemon_species_names.csv
species,Incineroar,Incineroar,pokeapi:pokemon_species_names.csv
species,Indeedee,Indeedee,pokeapi:pokemon_species_names.csv
species,Infernape,Infernape,pokeapi:pokemon_species_names.csv
species,Inkay,Inkay,pokeapi:pokemon_species_names.csv
species,Inteleon,Inteleon,pokeapi:pokemon_species_names.csv
species,Iron Boulder,Massoferreo,pokeapi:pokemon_species_names.csv
species,Iron Bundle,Saccoferreo,pokeapi:pokemon_species_names.csv
species,Iron Crown,Capoferreo,pokeapi:pokemon_species_names.csv
species,Iron Hands,Manoferrea,pokeapi:pokemon_species_names.csv
species,Iron Jugulis,Colloferreo,pokeapi:pokemon_species_names.csv
species,Iron Leaves,Fogliaferrea,pokeapi:pokemon_species_names.csv
species,Iron Moth,Falenaferrea,pokeapi:pokemon_species_names.csv
species,Iron Thorns,Spineferree,pokeapi:pokemon_species_names.csv
species,Iron Treads,Solcoferreo,pokeapi:pokemon_species_names.csv
species,Iron Valiant,Eroeferreo,pokeapi:pokemon_species_names.csv
species,Ivysaur,Ivysaur,pokeapi:pokemon_species_names.csv
species,Jangmo-o,Jangmo-o,pokeapi:pokemon_species_names.csv
species,Jellicent,Jellicent,pokeapi:pokemon_species_names.csv
species,Jigglypuff,Jigglypuff,pokeapi:pokemon_species_names.csv
species,Jirachi,Jirachi,pokeapi:pokemon_species_names.csv
species,Jolteon,Jolteon,pokeapi:pokemon_species_names.csv
species,Joltik,Joltik,pokeapi:pokemon_species_names.csv
species,Jumpluff,Jumpluff,pokeapi:pokemon_species_names.csv
species,Jynx,Jynx,pokeapi:pokemon_species_names.csv
species,Kabuto,Kabuto,pokeapi:pokemon_species_names.csv
species,Kabutops,Kabutops,pokeapi:pokemon_species_names.csv
species,Kadabra,Kadabra,pokeapi:pokemon_species_names.csv
species,Kakuna,Kakuna,pokeapi:pokemon_species_names.csv
species,Kangaskhan,Kangaskhan,pokeapi:pokemon_species_names.csv
species,Karrablast,Karrablast,pokeapi:pokemon_species_names.csv
species,Kartana,Kartana,pokeapi:pokemon_species_names.csv
species,Kecleon,Kecleon,pokeapi:pokemon_species_names.csv
species,Keldeo,Keldeo,pokeapi:pokemon_species_names.csv
species,Kilowattrel,Kilowattrel,pokeapi:pokemon_species_names.csv
species,Kingambit,Kingambit,pokeapi:pokemon_species_names.csv
species,Kingdra,Kingdra,pokeapi:pokemon_species_names.csv
species,Kingler,Kingler,pokeapi:pokemon_species_names.csv
species,Kirlia,Kirlia,pokeapi:pokemon_species_names.csv
species,Klang,Klang,pokeapi:pokemon_species_names.csv
species,Klawf,Klawf,pokeapi:pokemon_species_names.csv
species,Kleavor,Kleavor,pokeapi:pokemon_species_names.csv
species,Klefki,Klefki,pokeapi:pokemon_species_names.csv
species,Klink,Klink,pokeapi:pokemon_species_names.csv
species,Klinklang,Klinklang,pokeapi:pokemon_species_names.csv
species,Koffing,Koffing,pokeapi:pokemon_species_names.csv
species,Komala,Komala,pokeapi:pokemon_species_names.csv
species,Kommo-o,Kommo-o,pokeapi:pokemon_species_names.csv
species,Koraidon,Koraidon,pokeapi:pokemon_species_names.csv
species,Krabby,Krabby,pokeapi:pokemon_species_names.csv
species,Kricketot,Kricketot,pokeapi:pokemon_species_names.csv
species,Kricketune,Kricketune,pokeapi:pokemon_species_names.csv
species,Krokorok,Krokorok,pokeapi:pokemon_species_names.csv
species,Krookodile,Krookodile,pokeapi:pokemon_species_names.csv
species,Kubfu,Kubfu,pokeapi:pokemon_species_names.csv
species,Kyogre,Kyogre,pokeapi:pokemon_species_names.csv
species,Kyurem,Kyurem,pokeapi:pokemon_species_names.csv
species,Lairon,Lairon,pokeapi:pokemon_species_names.csv
species,Lampent,Lampent,pokeapi:pokemon_species_names.csv
species,Landorus,Landorus,pokeapi:pokemon_species_names.csv
species,Lanturn,Lanturn,pokeapi:pokemon_species_names.csv
species,Lapras,Lapras,pokeapi:pokemon_species_names.csv
species,Larvesta,Larvesta,pokeapi:pokemon_species_names.csv
species,Larvitar,Larvitar,pokeapi:pokemon_species_names.csv
species,Latias,Latias,pokeapi:pokemon_species_names.csv
species,Latios,Latios,pokeapi:pokemon_species_names.csv
species,Leafeon,Leafeon,pokeapi:pokemon_species_names.csv
species,Leavanny,Leavanny,pokeapi:pokemon_species_names.csv
species,Lechonk,Lechonk,pokeapi:pokemon_species_names.csv
species,Ledian,Ledian,pokeapi:pokemon_species_names.csv
species,Ledyba,Ledyba,pokeapi:pokemon_species_names.csv
species,Lickilicky,Lickilicky,pokeapi:pokemon_species_names.csv
species,Lickitung,Lickitung,pokeapi:pokemon_species_names.csv
species,Liepard,Liepard,pokeapi:pokemon_species_names.csv
species,Lileep,Lileep,pokeapi:pokemon_species_names.csv
species,Lilligant,Lilligant,pokeapi:pokemon_species_names.csv
species,Lillipup,Lillipup,pokeapi:pokemon_species_names.csv
species,Linoone,Linoone,pokeapi:pokemon_species_names.csv
species,Litleo,Litleo,pokeapi:pokemon_species_names.csv
species,Litten,Litten,pokeapi:pokemon_species_names.csv
species,Litwick,Litwick,pokeapi:pokemon_species_names.csv
species,Lokix,Lokix,pokeapi:pokemon_species_names.csv
species,Lombre,Lombre,pokeapi:pokemon_species_names.csv
species,Lopunny,Lopunny,pokeapi:pokemon_species_names.csv
species,Lotad,Lotad,pokeapi:pokemon_species_names.csv
species,Loudred,Loudred,pokeapi:pokemon_species_names.csv
species,Lucario,Lucario,pokeapi:pokemon_species_names.csv
species,Ludicolo,Ludicolo,pokeapi:pokemon_species_names.csv
species,Lugia,Lugia,pokeapi:pokemon_species_names.csv
species,Lumineon,Lumineon,pokeapi:pokemon_species_names.csv
species,Lunala,Lunala,pokeapi:pokemon_species_names.csv
species,Lunatone,Lunatone,pokeapi:pokemon_species_names.csv
species,Lurantis,Lurantis,pokeapi:pokemon_species_names.csv
species,Luvdisc,Luvdisc,pokeapi:pokemon_species_names.csv
species,Luxio,Luxio,pokeapi:pokemon_species_names.csv
species,Luxray,Luxray,pokeapi:pokemon_species_names.csv
species,Lycanroc,Lycanroc,pokeapi:pokemon_species_names.csv
species,Mabosstiff,Mabosstiff,pokeapi:pokemon_species_names.csv
species,Machamp,Machamp,pokeapi:pokemon_species_names.csv
species,Machoke,Machoke,pokeapi:pokemon_species_names.csv
species,Machop,Machop,pokeapi:pokemon_species_names.csv
species,Magby,Magby,pokeapi:pokemon_species_names.csv
species,Magcargo,Magcargo,pokeapi:pokemon_species_names.csv
species,Magearna,Magearna,pokeapi:pokemon_species_names.csv
species,Magikarp,Magikarp,pokeapi:pokemon_species_names.csv
species,Magmar,Magmar,pokeapi:pokemon_species_names.csv
species,Magmortar,Magmortar,pokeapi:pokemon_species_names.csv
species,Magnemite,Magnemite,pokeapi:pokemon_species_names.csv
species,Magneton,Magneton,pokeapi:pokemon_species_names.csv
species,Magnezone,Magnezone,pokeapi:pokemon_species_names.csv
species,Makuhita,Makuhita,pokeapi:pokemon_species_names.csv
species,Malamar,Malamar,pokeapi:pokemon_species_names.csv
species,Mamoswine,Mamoswine,pokeapi:pokemon_species_names.csv
species,Manaphy,Manaphy,pokeapi:pokemon_species_names.csv
species,Mandibuzz,Mandibuzz,pokeapi:pokemon_species_names.csv
species,Manectric,Manectric,pokeapi:pokemon_species_names.csv
species,Mankey,Mankey,pokeapi:pokemon_species_names.csv
species,Mantine,Mantine,pokeapi:pokemon_species_names.csv
species,Mantyke,Mantyke,pokeapi:pokemon_species_names.csv
species,Maractus,Maractus,pokeapi:pokemon_species_names.csv
species,Mareanie,Mareanie,pokeapi:pokemon_species_names.csv
species,Mareep,Mareep,pokeapi:pokemon_species_names.csv
species,Marill,Marill,pokeapi:pokemon_species_names.csv
species,Marowak,Marowak,pokeapi:pokemon_species_names.csv
species,Marshadow,Marshadow,pokeapi:pokemon_species_names.csv
species,Marshtomp,Marshtomp,pokeapi:pokemon_species_names.csv
species,Maschiff,Maschiff,pokeapi:pokemon_species_names.csv
species,Masquerain,Masquerain,pokeapi:pokemon_species_names.csv
species,Maushold,Maushold,pokeapi:pokemon_species_names.csv
species,Mawile,Mawile,pokeapi:pokemon_species_names.csv
species,Medicham,Medicham,pokeapi:pokemon_species_names.csv
species,Meditite,Meditite,pokeapi:pokemon_species_names.csv
species,Meganium,Meganium,pokeapi:pokemon_species_names.csv
species,Melmetal,Melmetal,pokeapi:pokemon_species_names.csv
species,Meloetta,Meloetta,pokeapi:pokemon_species_names.csv
species,Meltan,Meltan,pokeapi:pokemon_species_names.csv
species,Meowscarada,Meowscarada,pokeapi:pokemon_species_names.csv
species,Meowstic,Meowstic,pokeapi:pokemon_species_names.csv
species,Meowth,Meowth,pokeapi:pokemon_species_names.csv
species,Mesprit,Mesprit,pokeapi:pokemon_species_names.csv
species,Metagross,Metagross,pokeapi:pokemon_species_names.csv
species,Metang,Metang,pokeapi:pokemon_species_names.csv
species,Metapod,Metapod,pokeapi:pokemon_species_names.csv
species,Mew,Mew,pokeapi:pokemon_species_names.csv
species,Mewtwo,Mewtwo,pokeapi:pokemon_species_names.csv
species,Mienfoo,Mienfoo,pokeapi:pokemon_species_names.csv
species,Mienshao,Mienshao,pokeapi:pokemon_species_names.csv
species,Mightyena,Mightyena,pokeapi:pokemon_species_names.csv
species,Milcery,Milcery,pokeapi:pokemon_species_names.csv
species,Milotic,Milotic,pokeapi:pokemon_species_names.csv
species,Miltank,Miltank,pokeapi:pokemon_species_names.csv
species,Mime Jr.,Mime Jr.,pokeapi:pokemon_species_names.csv
species,Mimikyu,Mimikyu,pokeapi:pokemon_species_names.csv
species,Minccino,Minccino,pokeapi:pokemon_species_names.csv
species,Minior,Minior,pokeapi:pokemon_species_names.csv
species,Minun,Minun,pokeapi:pokemon_species_names.csv
species,Miraidon,Miraidon,pokeapi:pokemon_species_names.csv
species,Misdreavus,Misdreavus,pokeapi:pokemon_species_names.csv
species,Mismagius,Mismagius,pokeapi:pokemon_species_names.csv
species,Moltres,Moltres,pokeapi:pokemon_species_names.csv
species,Monferno,Monferno,pokeapi:pokemon_species_names.csv
species,Morelull,Morelull,pokeapi:pokemon_species_names.csv
species,Morgrem,Morgrem,pokeapi:pokemon_species_names.csv
species,Morpeko,Morpeko,pokeapi:pokemon_species_names.csv
species,Mothim,Mothim,pokeapi:pokemon_species_names.csv
species,Mr. Mime,Mr. Mime,pokeapi:pokemon_species_names.csv
species,Mr. Rime,Mr. Rime,pokeapi:pokemon_species_names.csv
species,Mudbray,Mudbray,pokeapi:pokemon_species_names.csv
species,Mudkip,Mudkip,pokeapi:pokemon_species_names.csv
species,Mudsdale,Mudsdale,pokeapi:pokemon_species_names.csv
species,Muk,Muk,pokeapi:pokemon_species_names.csv
species,Munchlax,Munchlax,pokeapi:pokemon_species_names.csv
species,Munkidori,Munkidori,pokeapi:pokemon_species_names.csv
species,Munna,Munna,pokeapi:pokemon_species_names.csv
species,Murkrow,Murkrow,pokeapi:pokemon_species_names.csv
species,Musharna,Musharna,pokeapi:pokemon_species_names.csv
species,Nacli,Nacli,pokeapi:pokemon_species_names.csv
species,Naclstack,Naclstack,pokeapi:pokemon_species_names.csv
species,Naganadel,Naganadel,pokeapi:pokemon_species_names.csv
species,Natu,Natu,pokeapi:pokemon_species_names.csv
species,Necrozma,Necrozma,pokeapi:pokemon_species_names.csv
species,Nickit,Nickit,pokeapi:pokemon_species_names.csv
species,Nidoking,Nidoking,pokeapi:pokemon_species_names.csv
species,Nidoqueen,Nidoqueen,pokeapi:pokemon_species_names.csv
species,Nidoran♀,Nidoran♀,pokeapi:pokemon_species_names.csv
species,Nidoran♂,Nidoran♂,pokeapi:pokemon_species_names.csv
species,Nidorina,Nidorina,pokeapi:pokemon_species_names.csv
species,Nidorino,Nidorino,pokeapi:pokemon_species_names.csv
species,Nihilego,Nihilego,pokeapi:pokemon_species_names.csv
species,Nincada,Nincada,pokeapi:pokemon_species_names.csv
species,Ninetales,Ninetales,pokeapi:pokemon_species_names.csv
species,Ninjask,Ninjask,pokeapi:pokemon_species_names.csv
species,Noctowl,Noctowl,pokeapi:pokemon_species_names.csv
species,Noibat,Noibat,pokeapi:pokemon_species_names.csv
species,Noivern,Noivern,pokeapi:pokemon_species_names.csv
species,Nosepass,Nosepass,pokeapi:pokemon_species_names.csv
species,Numel,Numel,pokeapi:pokemon_species_names.csv
species,Nuzleaf,Nuzleaf,pokeapi:pokemon_species_names.csv
species,Nymble,Nymble,pokeapi:pokemon_species_names.csv
species,Obstagoon,Obstagoon,pokeapi:pokemon_species_names.csv
species,Octillery,Octillery,pokeapi:pokemon_species_names.csv
species,Oddish,Oddish,pokeapi:pokemon_species_names.csv
species,Ogerpon,Ogerpon,pokeapi:pokemon_species_names.csv
species,Oinkologne,Oinkologne,pokeapi:pokemon_species_names.csv
species,Okidogi,Okidogi,pokeapi:pokemon_species_names.csv
species,Omanyte,Omanyte,pokeapi:pokemon_species_names.csv
species,Omastar,Omastar,pokeapi:pokemon_species_names.csv
species,Onix,Onix,pokeapi:pokemon_species_names.csv
species,Oranguru,Oranguru,pokeapi:pokemon_species_names.csv
species,Orbeetle,Orbeetle,pokeapi:pokemon_species_names.csv
species,Oricorio,Oricorio,pokeapi:pokemon_species_names.csv
species,Orthworm,Orthworm,pokeapi:pokemon_species_names.csv
species,Oshawott,Oshawott,pokeapi:pokemon_species_names.csv
species,Overqwil,Overqwil,pokeapi:pokemon_species_names.csv
species,Pachirisu,Pachirisu,pokeapi:pokemon_species_names.csv
species,Palafin,Palafin,pokeapi:pokemon_species_names.csv
species,Palkia,Palkia,pokeapi:pokemon_species_names.csv
species,Palossand,Palossand,pokeapi:pokemon_species_names.csv
species,Palpitoad,Palpitoad,pokeapi:pokemon_species_names.csv
species,Pancham,Pancham,pokeapi:pokemon_species_names.csv
species,Pangoro,Pangoro,pokeapi:pokemon_species_names.csv
species,Panpour,Panpour,pokeapi:pokemon_species_names.csv
species,Pansage,Pansage,pokeapi:pokemon_species_names.csv
species,Pansear,Pansear,pokeapi:pokemon_species_names.csv
species,Paras,Paras,pokeapi:pokemon_species_names.csv
species,Parasect,Parasect,pokeapi:pokemon_species_names.csv
species,Passimian,Passimian,pokeapi:pokemon_species_names.csv
species,Patrat,Patrat,pokeapi:pokemon_species_names.csv
species,Pawmi,Pawmi,pokeapi:pokemon_species_names.csv
species,Pawmo,Pawmo,pokeapi:pokemon_species_names.csv
species,Pawmot,Pawmot,pokeapi:pokemon_species_names.csv
species,Pawniard,Pawniard,pokeapi:pokemon_species_names.csv
species,Pecharunt,Pecharunt,pokeapi:pokemon_species_names.csv
species,Pelipper,Pelipper,pokeapi:pokemon_species_names.csv
species,Perrserker,Perrserker,pokeapi:pokemon_species_names.csv
species,Persian,Persian,pokeapi:pokemon_species_names.csv
species,Petilil,Petilil,pokeapi:pokemon_species_names.csv
species,Phanpy,Phanpy,pokeapi:pokemon_species_names.csv
species,Phantump,Phantump,pokeapi:pokemon_species_names.csv
species,Pheromosa,Pheromosa,pokeapi:pokemon_species_names.csv
species,Phione,Phione,pokeapi:pokemon_species_names.csv
species,Pichu,Pichu,pokeapi:pokemon_species_names.csv
species,Pidgeot,Pidgeot,pokeapi:pokemon_species_names.csv
species,Pidgeotto,Pidgeotto,pokeapi:pokemon_species_names.csv
species,Pidgey,Pidgey,pokeapi:pokemon_species_names.csv
species,Pidove,Pidove,pokeapi:pokemon_species_names.csv
species,Pignite,Pignite,pokeapi:pokemon_species_names.csv
species,Pikachu,Pikachu,pokeapi:pokemon_species_names.csv
species,Pikipek,Pikipek,pokeapi:pokemon_species_names.csv
species,Piloswine,Piloswine,pokeapi:pokemon_species_names.csv
species,Pincurchin,Pincurchin,pokeapi:pokemon_species_names.csv
species,Pineco,Pineco,pokeapi:pokemon_species_names.csv
species,Pinsir,Pinsir,pokeapi:pokemon_species_names.csv
species,Piplup,Piplup,pokeapi:pokemon_species_names.csv
species,Plusle,Plusle,pokeapi:pokemon_species_names.csv
species,Poipole,Poipole,pokeapi:pokemon_species_names.csv
species,Politoed,Politoed,pokeapi:pokemon_species_names.csv
species,Poliwag,Poliwag,pokeapi:pokemon_species_names.csv
species,Poliwhirl,Poliwhirl,pokeapi:pokemon_species_names.csv
species,Poliwrath,Poliwrath,pokeapi:pokemon_species_names.csv
species,Poltchageist,Poltchageist,pokeapi:pokemon_species_names.csv
species,Polteageist,Polteageist,pokeapi:pokemon_species_names.csv
species,Ponyta,Ponyta,pokeapi:pokemon_species_names.csv
species,Poochyena,Poochyena,pokeapi:pokemon_species_names.csv
species,Popplio,Popplio,pokeapi:pokemon_species_names.csv
species,Porygon,Porygon,pokeapi:pokemon_species_names.csv
species,Porygon-Z,Porygon-Z,pokeapi:pokemon_species_names.csv
species,Porygon2,Porygon2,pokeapi:pokemon_species_names.csv
species,Primarina,Primarina,pokeapi:pokemon_species_names.csv
species,Primeape,Primeape,pokeapi:pokemon_species_names.csv
species,Prinplup,Prinplup,pokeapi:pokemon_species_names.csv
species,Probopass,Probopass,pokeapi:pokemon_species_names.csv
species,Psyduck,Psyduck,pokeapi:pokemon_species_names.csv
species,Pumpkaboo,Pumpkaboo,pokeapi:pokemon_species_names.csv
species,Pupitar,Pupitar,pokeapi:pokemon_species_names.csv
species,Purrloin,Purrloin,pokeapi:pokemon_species_names.csv
species,Purugly,Purugly,pokeapi:pokemon_species_names.csv
species,Pyroar,Pyroar,pokeapi:pokemon_species_names.csv
species,Pyukumuku,Pyukumuku,pokeapi:pokemon_species_names.csv
species,Quagsire,Quagsire,pokeapi:pokemon_species_names.csv
species,Quaquaval,Quaquaval,pokeapi:pokemon_species_names.csv
species,Quaxly,Quaxly,pokeapi:pokemon_species_names.csv
species,Quaxwell,Quaxwell,pokeapi:pokemon_species_names.csv
species,Quilava,Quilava,pokeapi:pokemon_species_names.csv
species,Quilladin,Quilladin,pokeapi:pokemon_species_names.csv
species,Qwilfish,Qwilfish,pokeapi:pokemon_species_names.csv
species,Raboot,Raboot,pokeapi:pokemon_species_names.csv
species,Rabsca,Rabsca,pokeapi:pokemon_species_names.csv
species,Raging Bolt,Furiatonante,pokeapi:pokemon_species_names.csv
species,Raichu,Raichu,pokeapi:pokemon_species_names.csv
species,Raikou,Raikou,pokeapi:pokemon_species_names.csv
species,Ralts,Ralts,pokeapi:pokemon_species_names.csv
species,Rampardos,Rampardos,pokeapi:pokemon_species_names.csv
species,Rapidash,Rapidash,pokeapi:pokemon_species_names.csv
species,Raticate,Raticate,pokeapi:pokemon_species_names.csv
species,Rattata,Rattata,pokeapi:pokemon_species_names.csv
species,Rayquaza,Rayquaza,pokeapi:pokemon_species_names.csv
species,Regice,Regice,pokeapi:pokemon_species_names.csv
species,Regidrago,Regidrago,pokeapi:pokemon_species_names.csv
species,Regieleki,Regieleki,pokeapi:pokemon_species_names.csv
species,Regigigas,Regigigas,pokeapi:pokemon_species_names.csv
species,Regirock,Regirock,pokeapi:pokemon_species_names.csv
species,Registeel,Registeel,pokeapi:pokemon_species_names.csv
species,Relicanth,Relicanth,pokeapi:pokemon_species_names.csv
species,Rellor,Rellor,pokeapi:pokemon_species_names.csv
species,Remoraid,Remoraid,pokeapi:pokemon_species_names.csv
species,Reshiram,Reshiram,pokeapi:pokemon_species_names.csv
species,Reuniclus,Reuniclus,pokeapi:pokemon_species_names.csv
species,Revavroom,Revavroom,pokeapi:pokemon_species_names.csv
species,Rhydon,Rhydon,pokeapi:pokemon_species_names.csv
species,Rhyhorn,Rhyhorn,pokeapi:pokemon_species_names.csv
species,Rhyperior,Rhyperior,pokeapi:pokemon_species_names.csv
species,Ribombee,Ribombee,pokeapi:pokemon_species_names.csv
species,Rillaboom,Rillaboom,pokeapi:pokemon_species_names.csv
species,Riolu,Riolu,pokeapi:pokemon_species_names.csv
species,Roaring Moon,Lunaruggente,pokeapi:pokemon_species_names.csv
